"id"	"ta_meaning"
"45711"	"அவள் வெளிக்கு சென்றாள்; பயணத்தை தொடங்கினாள்; முன்னேறினாள்; அறிவியல் காட்சிக்கு சென்றாள்"
"45712"	"இளம்பெண், இளவரசன், முன்னேறியது"
"45713"	"மக்கா மாந்திரம் பாயாசி"
"45714"	"பாயாசி என்ற இளம்பெண்ணின் வழக்கு"
"45715"	"கீதம், பாயாசிசுத்தம், பாயாசியுடன் உரை  "
"45717"	"சென்றான்; வெளிப்பட்டான்; துவங்கினான் (க்கு); நடைமுறையில் முன்னேறினான்"
"45718"	"நீரில் அழுத்தப்பட்ட, கடுப்பான, வெளிப்பாட்டில் குடித்த, வலிமையான"
"45720"	"கொண்டுக்கொள்ளும், தண்ணீர் குடிக்கும்"
"45721"	"அவனைப் பருகச் செய்கிறது; உண்மையில், பருகச் செய்யும்."
"45722"	"குடித்து விட்ட பிறகு; குடிக்கச் சரி செய்த பிறகு; மது பருகி விட்ட பிறகு"
"45725"	"கடைகளால் பாலூட்டப்பட்ட; கலைவால் குடிக்கச் செய்த"
"45726"	"தூரம்; தூரக் கரை; மறுபக்கம் உள்ள மண் (உள்ள); நிவ்ஜ்ஜானத்தின் குறிப்பு"
"45728"	"அவனை மிக்க கற்றவர்; அவனை மிவந்து கடந்தவர்; மேலே சென்றவர்; முழுமையாக இருந்து தெரிந்தவர்; நீண்ட நாடாக சென்றவர்"
"45729"	"கங்கை ஆற்றின் தொலைவுள்ள பக்கம்"
"45730"	"மேலே சென்ற, தொலைந்த கரையிற் சென்ற, கடந்து சென்ற, அற்ஹம்தினம் சிறப்புகொண்ட"
"45731"	"மुक्तியைக் கண்டு கொள்ளும்; அப்பரத்தின் தேடலில் உள்ள; தொலைவிலுள்ள ஆற்றலைக் கண்டு கொள்ளும்"
"45732"	"தொலைவான கரையைத் தேடுவது; இன்னொரு பக்கம் கடந்து செல்ல விரும்புவது"
"45733"	"தெய்வங்களின் ஒரு குழுவின் பெயர்; உரையாகச் செல்லப்பட்டவர்கள்"
"45734"	"செல்லிவருபவர்; மற்று கரை நோக்கிச் செல்லுபவர்"
"45735"	"தூரத்திற்கான செல்லும், கடக்கிற, "
"45736"	"வெள்ளியை கடந்தவர்; தோன்றியவர்"
"45737"	"ஆசிரியர் (இல்); மிகவும் அறிவுள்ள (இல்); முழுமையாக அறிந்த (இல்); நேர்மறைதாகப் புறப்பட்டவர்"
"45738"	"மற்ற கரையைக் கடந்து சென்ற, பாதுகாப்பாக கடந்து சென்ற, தாண்டி சென்ற, அரஹந்தின் பண்பே"
"45739"	"எடுத்துக் கோன்மை, பாதுகாப்பாக கடக்குதல், (வியாபாரம்) நிச்சந்தம் அடையுதல்"
"45740"	"பாரங்கமசுற்றா 1; செய்கையைப் பற்றி; பிறப்பிற்கு அமைந்த உரை"
"45741"	"சம்யுத்த நூலகம் 46.17 (எஸ்.என் 46.17); பிறருக்குப் போகும் குறித்த உரை"
"45742"	"மற்றரை அணுகும், மறுபடியும் சென்ற, கடற்கரைப் போகும்"
"45743"	"தூரக் கரத்தைக் கண்டு விடுதல்; கடந்து செல்ல விரும்புதல்"
"45745"	"தூரத் துறைப் பார்க்கும்; (பொது) நித்தயத்தைப் பார்க்கும்"
"45746"	"குழிதுறை, வேதனைக்கு உட்பட்ட மற்றவருடைய மனைவி தொடர்பானது"
"45749"	"சிறந்த தன்மை; உன்னத நிலை (இது); பொருள் வரை"
"45750"	"சிறந்த நிலையில் அடைந்த, கடைசி நிலையை அடைந்த"
"45751"	"முடிவுக்கு வருதல்; முழுமை; மீறிச் சுவாரசியம்; உச்ச நிலை; வெளி செலுத்துதல்"
"45752"	"துரிதம் கடைசி கரைக்கு செல்வது; கடலைக் கடக்கிறது"
"45756"	"மீதான, கடந்து, மேலே"
"45757"	"மற்ற கரையின் வழி செல்லும், மாற்று கரையில் செல்லும்"
"45758"	"அழிக்கப் பட்ட, பதவி நீக்கப் பட்ட, தகுதி இழந்த, வெளியேற்றப் பட்ட, அங்கீகாரம் பெற்று விட்ட "
"45759"	"முழுமையாகக் குற்றம் செய்யும்; வெளியேற்றத்துடன் தொடர்புடைய"
"45760"	"(வினய) தோல்வியில் ஈடுபட்ட குற்றம்; அகற்றப்படுத்த வேண்டிய மீறல்"
"45761"	"தாழ்வு தொடர்பான குற்றங்கள் பற்றிய பாகம்"
"45762"	"வினய பிட்டகாவின் புத்தகம் 1; ஒட்டுமொத்தத்தில் தோல்வியைப் பற்றிய சாஸ்திரப்பிரிவு."
"45763"	"வகுப்பில் தோல்வியுடன் தொடர்புடைய; நீக்கத்திற்கு அருகிலுள்ள; உந்துதலுக்கு அருகின் தோல்வி"
"45764"	"நீக்கம் செய்யக்கூடிய குற்றம்; நீக்கத்திற்கு உட்பட்ட குற்றம்"
"45765"	"அர்ஹந்த் சோமன் என்ற பெயர்"
"45769"	"தூரமும் அருகிலுள்ள கரைக்கும்; உலகம் மற்றும் ஆத்தும்; மற்ற உலகமும் இந்த உலகமும்; அங்கு மற்றும் இங்கு; இரட்டை தன்மை; (வர்த்தகம்) உள்ளதும் வெளியும் உணர்வு பிரதேசங்கள்"
"45770"	"தூரத்திலுள்ள கரையிலிருந்து (நெருக்கமான) கரைக்கு வருங்கள்!"
"45771"	"தூரதీరுக்கான வழி; மறுபடியும் கிளம்ப வேண்டிய வழி; சுத்தநிபாதத்தின் இறுதித் தலைவர் (எஸ்.என்.பி 56, கே.என் 5.56); அதி வருதல்"
"45772"	"தூர வளையத்திற்கு செல்லும் வழி; மீது செல்வதற்கான வழி; சுத்த நிபாதாவின் கடைசி அத்தியாயம்; நெறிமுறையாக, மேலும் செல்லுதல்"
"45775"	"வெண்மேற்றின் வழியைப் பற்றி சந்திப்பு; வெண்மேற்றின் வழியைப் பற்றி உரை"
"45778"	"பாராசரியரின் பயிற்சியாளர்; பாராசரியரின் மாணவன்"
"45780"	"பிராம்மண ஆசிரியரின் பெயர்"
"45781"	"பாராசிவியின் கற்றவர்; பாராசிவியின் மாணவர்"
"45782"	"புறா; கந்தகர்; இடத்து கொண்ட தன்மை"
"45785"	"பார்வை (க்கு); காத்திருப்பு (க்கு); சேவை (க்கு); மினிஸ்ட்ரேஷன் (க்கு); வெளிப்படையாக சுற்றி செல்லுதல்"
"45786"	"அதிகம் கவனிக்க வேண்டிய சிறந்த சேவை; சிறந்த வகை சேவை"
"45787"	"வருகை செய்வதால், ஒருவருடன் இணையும் காரணமாக"
"45788"	"மருதாணி மரம்; எரிதிரினா இண்டிகா"
"45789"	"முத்துக்குழலின் மரம்; எரித்ரினா இன்டிகா"
"45790"	"மீள்புள்ளி மரத்தின் அடி"
"45794"	"மரத்தின் ஒரு வகையின் பெயர்; பவினியா வேரிகட்டா; விளக்கமாக, சுற்றிலும் இருக்கக்கூடிய குடை"
"45795"	"மரண நிலை; அழிவு; தரமடைதி; குறைபாடு; செம்போல் ஒழுங்கில்லா நிலை"
"45796"	"திருப்தி, உதவிக்கரம், தாழ்வு, சலிப்பூட்டல், தண்டனை"
"45798"	"முடிவுறுத்துவதற்கு; நிறைவுசெய்ய உதவும்"
"45799"	"நிறைவு; முழுமை; உச்சிக்கேற்றவை; வயோமென்மை (இல்); சொற்செலுத்தல் முழுவதும்"
"45800"	"ஒருவரின் நிரப்பம்; போதுமானது (இலக்கணம்); விளக்கத்தால் அனைத்து இடத்திலும் நிரப்புதல்"
"45801"	"முடிவடைகிறது; வளர்ந்து முடிவுறுகிறது; முழுமை அடைகிறது"
"45802"	"நிறைவிலக்கணம்; பூர்த்தி; சிறந்த தன்மையாக்கம்; முதுமை; அனைத்தும் சுற்றி நிரப்புதல்"
"45803"	"மருத்துவமணி; குழந்தை பராமரிப்பு; குழந்தைப் பேட்டி"
"45804"	"அவமானம்; அவமதிப்பு; நேரடியாக குறிப்பு: அனைத்திஸ்திதி ஆகிவிடுதல்"
"45806"	"உள்ளத்திற்குப் பொருத்தமாக, தொலைவில் உள்ள, மிக தொலைவிலுள்ள"
"45807"	"அவைகாணியில்; மற்று பக்கம்"
"45808"	"எனக்கு புறமென் ஓரமாகச் செல்லுவது"
"45809"	"தூரம், தொலைவான ஆளுமை (இல்)"
"45811"	"கோசம்பியில் அருகிலுள்ள ஒரு நகரத்தின் பெயர்"
"45812"	"சேவைச் சார்ந்த, குழுவிற்கு உட்பட்ட"
"45813"	"சபையின் உறுப்பினர்; கவுன்சிலின் உறுப்பினர்"
"45815"	"தூய்மை; தூய்மைப்படுத்தல்"
"45816"	"(விநய) சுத்தம்; முட்டாள்தனம்"
"45817"	"அரிசி, துலக்க, தூய்மையுக்காக"
"45818"	" தூய்மையை கொண்டு வருவது; சுத்தம் செலுத்துவது"
"45819"	"மன்மதிக்கான பரிசுத்தி அடைவதுடன் தொடர்புடைய காரணம்"
"45823"	"மாற்று; பரிமாறுதல்; வான்கோபம்; வரி மாற்றம்"
"45824"	"மாற்றம்; பரிமாற்றம்; வாணிபம்; சொந்தமாகத் திருப்புதல்"
"45825"	"மாறுதல், பரிமாற்றம், சீர்வேறு, போதுமானம், வழிபாடு"
"45826"	"முற்றிய, சோதனைக்கு உட்பட்ட, சோதனை காலத்தைப் பற்றிய, அருகில் வாழ்வதைப் பற்றிய"
"45827"	"இரவு நிற்க இறுக்கத்துடனான உணவு; நேரடியாகச் சுற்றியிருப்பதுடன் தொடர்புடைய"
"45828"	"ஒத்துழைப்பை வழங்குதல் எப்போது காலாவதியானதாக இருந்தால்"
"45829"	"பரிசோதனைக்கு உரிய விதி"
"45830"	"போக்குவரத்தப் பார்த்துக் கொள்ள வேண்டும்; பராமரிக்கப்பட வேண்டும்; வளர்க்கப்பட வேண்டும்; ஒளிச்சென்று எடுத்துச் செல்லப்பட வேண்டும்"
"45831"	"மூடி, கடைக்கப்பட்ட, உடைகள் ஆழமாகவும், அணியப்பட்ட"
"45832"	"விளக்குகிறது, அணிந்து கொள்ளுகிறது, உட்கார்வது (இல்), அணிகிறார்"
"45837"	"பதிகையை அணிவது, (உள்சேலை) அணிவதும், (இல்) அணியப்பட வேண்டும், (சுற்றி) கட்டப்பட வேண்டும்"
"45838"	"விளைவிக்கப்பட்ட உடை (புற உடைவகையாக) அணிவதற்கு; பார்வைக்கு உடைக்கும்."
"45839"	"மூலிகை அணிந்து, மூடிய, அணிந்த"
"45840"	"வணக்கம், உடம்பில் அணிகிறது; ஆவணத்தில் அணிகிறது; சேர்க்கிறது"
"45841"	"வெள்ளைப் பிறகு; மூடிய பிறகு"
"45843"	"பச்சை நிறமாக, ஆணைகோழியின் மஞ்சள் நிறத்தினைப் போன்ற, தூரத்திலிருந்து கொண்ட திறமையுடன்"
"45844"	"விளை, புதுவிளை, புதிய வளர்ச்சி, உரைக்கும் வகையில் வெளிப்படுதல்"
"45846"	"காப்பாளர்; பாதுகாவலன்; நடுவர்"
"45847"	"குட்டி காப்பாளர்; செவ்வாய் காப்பாளர்; நேரடியாக மருத்துவமனை காப்பாளர்"
"45850"	"காத்துக் கொண்டிருக்கும்; காவல் செய்கின்ற; கவனிக்கும் (இல்)"
"45851"	"வரிசை; வரம்பு; கோடு"
"45853"	"பெண் பாதுகாவலர்; பெண் காக்குபவர்"
"45854"	"மஞ்சம்; சாக்கு"
"45858"	"கோசம்பீக்கு அருகிலுள்ள நகரத்தின் பெயர்"
"45860"	"பாலிலெய்ய பகுதியில் உரை, அதாவது பேச்சு"
"45863"	"காக்கிறது; இணக்கமாக காக்கிறது; கவனம் செலுத்துகிறது; பாதுகாக்கிறது"
"45868"	"எறிந்து; அடைய"
"45869"	"பிடி; உள்ளே ஓர் நலை; அடிக்குமாட்டி"
"45873"	"(சிறப்பாக பௌத்தத்திற்கு அசிங்கமான) கருத்து; மதம்; தளம்; அதி மதம்"
"45877"	"மதத்தின் பின்னணி; பிரிவினைத்தொண்டர்"
"45879"	"காலணி உள்ள, உயரமான, சறுக்குபோன்ற, நீளமான"
"45881"	"பீட்பட்ட வகுக்கைகள்; கொம்புகளைப் பங்கேற்று "
"45882"	"மஜ்ஜிம நிகாய 26 (எம்.என்.26); வெளிப்படையாக, சூழலில் உள்ள சிக்கல்களின் மேற்பரப்பு குறித்த உரை"
"45883"	"எதிர்வினை மேல் உள்ள நாற்கரிகை குறித்து விளக்கப்படுவது; உருப்படியான கடத்தல்கள் குறித்த உரை தொடர்பான விளக்கம்"
"45884"	"வாழ்த்தப்பட வேண்டும்; புகழுரைக்கும்படி; புனிதமான; செப்பிக்கப்பட வேண்டும்"
"45885"	"பாராட்டும் அடிப்படைகள்; புகழ்வதற்கான காரணம்"
"45886"	"పரிகடமான, பரிசுத்தமான, பரிசனைத் துடைக்கும், வெளிப்படையான, பயனுள்ள"
"45887"	"கல்; பாறை"
"45888"	"கல்லின் குச்சி; கற்கள் கொண்ட கோளார்"
"45891"	"மண் கற்கள், பாறைகள், இடையிலான, செல்"
"45895"	"கல் மீது எழுதுதல்; பாறை வெவ்வேறு "
"45896"	"கல் மீது எழுத கழிக்கின்றது; இனம் கல் மீது அழுத்தம் செய்தல்"
"45897"	"கனிகல்; குருள் துண்டு; வெளிப்படையாக கல் துண்டு"
"45898"	"சிறுகதை, பாஷை, கற்கள், ரத்தம், வெறும், உரை, சொற்பொழிவு, உரையாடல், தகனம், குற்றம், தொடர்பு, சோம்பல், பேசுதல், வரவேற்க, பரிசு, சிறியது, விவாதம், கட்சிகள், பயணம், கருத்து, விலங்கு, வசூல், கலை, காணொளி, நாடகம், விவசாயம், நூல், பொருள், கல்வி, விளக்கம், செல்வாக்கு, அம்பலம், அதிகாரிகள், கடன், ஒப்பந்தம், சுமை, பண்டகம், அம்சம், சந்தை, பகுதி, சொந்தம், விருதுகள், பகுத்தறிவு, ஒரு, வகை, கலந்துரையாடல், பஞ்சாயத்து, திட்டம், தோற்றவியல், சஞ்சாரம், உருளை, ஆனால், நிகழ்வு, போர், நிலை, வளர்ச்சி, திட்டமிடல், தரகு, இடம், சவால், உயிரியல், விதைகள், உறுப்பினர்கள், வாழ்த்து, மண்டலம், ஆளுமை, நிலைமை, கல்வித் தொகுப்பு, ஆவணங்கள், அறிவுரை, பாகம், உரிமைகள், குறிப்புகள், அனுமதி, தளர்ச்சி, உணர்வு, விவிதம், உறுப்பு, நிலைமை, சுற்று, பொறுப்பு, படம், மாறுபாடு, இடங்கள்,முறைகள், திறமை, வகைமை, சேவை, சமுதாயம், தொடர்புப் பொருள், நிகழ்வுகள், நடவடிக்கைகள், அளவீட்டில், கழிவு, வேண்டுகோள், திருத்தம், பரவலாக, நினைவுகள், உத்திகள், குழு, வானொலி, அறிவியல், திறமை, இடைவெளி, பொதுவான, சிகிச்சை, நிறுவனம், திட்டமிடல், தரம், மையம், தொழில், உணர்வு, விரிவான, ஆண்டு, வாய்ப்பு, நபர்கள், நிலையம், முறை, செயல்பாடுகள், ஆராய்ச்சி, உரிய, சீராக, கல்வி, விளக்கம், மிகை, விதி, मतदान, தொகுப்பில், அருவி, இயங்குதளம், மலை, அறிவியல், ஆங்காங்கே, தொழில், சேவைகள், எண்ணிக்கை, சம்பவம், வகை, நிர்வாகம், கூட்டத்தெரிந்து நடத்துதல், செயல், முதன்மை."
"45899"	"அர்மான்; மகத்தான விடுதி; அரண்மனை; தூண்கள் உள்ள கட்டிடம்"
"45901"	"வீட்டின் மாயக் காய்ச்சி"
"45903"	"சகுகமான மாளிகையில் வாழும்"
"45904"	"விடுப்பு இல்லாமல் வேறுபடும் நகலுக்கு இடம்."
"45905"	"கட்டிடத்தை ஒட்டுவது; சாம்ராஜ்யத்தை உயர்ந்தெழுவது"
"45906"	"ஆயிரம் மாளிகைகள்; ஆயிரம் கோட்டைகள்"
"45908"	"சுகாதாரமான; நம்பிக்கை அளிக்கக்கூடிய; நேர்மையாக முன்னே செல்லக்கூடிய"
"45909"	"இலக்கணம், உலர்ந்த, அழகான, முன்னரே செல்வதற்கு காரணமாகும்"
"45910"	"தெளிவாக செய்யும், தெளிவு அளிக்கும், நேரடியாக முன்னுக்கு சென்று கொண்டுவரும்"
"45911"	"இந்த உருத்திருக்கும், இங்குள்ள, மேல்நோக்கி செல்ல இிழுக்கும், மேல்மட்டமாய், அருகில் மட்டுமே, ஏனெனில்; ஆழமான, அழகான, மேலும் இளக நிறமுள்ள, வசீகரித்த, வழிசெல்வதற்கான, அவர்களை வரவேற்கின்ற, மனதை உற்சாகப்படுத்தும், புத்திசாலித்தனமான, திறமையான, விசேடமான, நேர்மையான, உரிமையுள்ள; புதிய, பார்வையிட மிகவும் விரும்பத்தக்க, சார்பு உள்ள."
"45912"	"இனிமை; நம்பகத்தை ஊக்குவிக்கும் நிலை; முன்னோக்கிய நிலையினைப் பண்ணுவது"
"45913"	"அழகாக இருக்கும்தன்மை; உருக்கு முன் நிலையை உருவாக்கும் காரணங்கள்"
"45914"	"ஆகர்ஷகமாக உள்ள வரை, நற்பண்பிற்கே ஏற்பூட்டிய; அழகேற்கே உதவுகிற"
"45919"	"உற்பத்தி செய்பவர்; முன்னேற்றம் செய்பவர்"
"45920"	"அனைத்தையும் உண்டாக்கும், கொண்டு வருகிற;"
"45921"	"பேசினான் (வெயிலைப் பற்றி); கூறினான் (பற்றி); பெருமை செய்தான் (மீது); வெளிப்படுத்தினான்"
"45922"	"பிரகாசமான; மிளிர்க்கும்; சுத்தமான; விளக்கமாக, சுத்தப்படுத்தும்"
"45923"	"அக்கினி; தீப்பிடிப்பு; உன்னத தீ; வெளிப்படையாக தூய்மையாக்குபவர்"
"45924"	"எழுத்து, மத நூல், புனித எழுதுகோல், கருத்துப் பதிப்பகம், விளக்கம் - பரிசுப்பெரியாக பிரகடனம்"
"45925"	"சொல்; கற்பனை; செய்தி; உண்மையில் அறிவிப்பது"
"45927"	"செல்வது, தகவல் தருவது, துல்லியமாக மேலும் பேசுவது"
"45928"	"சுத்தம்; தூய்மைப்படுத்துதல்"
"45929"	"மழம்தழைத்தது; மழை வீழ்ந்தது; மழை புரிந்தது; ஆகிய பொருளில் செயல்பட்டது"
"45930"	"தொண்டை; பின்புறம்; பின்னணி"
"45931"	"குட்டுப்பறவையின் நச்சல்; (வணிகம்) குதிரையின்பருத்து (முருகன் நட்புப் பாஸு)"
"45932"	"புக்கொலை; உடலின் பின்புறம்; முதுகு"
"45933"	"மல்லர்களின் ஒரு நகரத்தின் பெயர்"
"45934"	"கட்டணி; உளப்பா; மூடி; மந்தலம்"
"45935"	"நாட்டில் ஃப்ரெஞ்சு வார்த்தை தொழிலில் பருத்தி வியாபாரி; மேற்சட்ட விற்பனையாளர்"
"45936"	"ஒரு விஜ்ஞானியான மாணவரால் புத்தருக்கு ஒரு விடுதி வழங்கியவரின் பெயர்"
"45937"	"மதியினால் வீடு; குலுக்கனின் மாங்காய் தோட்டம்"
"45938"	"பகோடையின் பெயர்"
"45939"	"பாகோடாவின் பெயர்"
"45940"	"சென்றான்; சென்றதற்காக; நேரில் சென்றான்"
"45941"	"வெளி உடை; மேல்சோறு; தோள்மேல் சாய்வு; பொருட்டு மூட்டு"
"45942"	"பாதுகாப்பு, மூடிய, முற்றிலும் மூடும்"
"45943"	"மேலோட்டவாளி, வெளிப்புறத் தீர்ப்பு"
"45944"	"முதுமுளை காலம்; மழைக்காலம்; தீவிரமாக மழைக்கှள்ளுகின்றது"
"45946"	"மழைக்காலத்தைப் பற்றி; மழை முதன்மையான; ஒளி பீறும் மழை"
"45947"	"முன்சூல் பருவம் மேகம்"
"45948"	"மழைக்காலத்தில் (வழங்கப்படும்) காடு"
"45949"	"மழைக்கூடல்களில் மாலைப்பது; மழைத்துள்களின் மாலையால் சூடப்படும்; வரிக்கேறியது மழைக்கூடல்களால் மாலைப்பதுபோல்."
"45950"	"மழை பருவம்; மாமி; ஆழ்ந்த மழை"
"45951"	"பாவாவில் இருந்து; பாவாவில் வாழும்"
"45952"	"அனுப்பப்பட்டது, அனுப்பினது, அனுப்பப்பட்டது, செய்தி அனுப்பப்பட்டது (விடையில்)"
"45956"	"விருந்துவர்; வருகையாளர்; எழுத்து: এখানে செயலில் வழங்குவது"
"45957"	"விருந்தினர்; அணுகுமுறை; வெளிப்படையாக இங்கே வழங்கும்"
"45958"	"நான்கு, பதிவேற்றம், செந்தமிழ், தீவகம், இங்கு செயலில் வழங்குவது, அளிப்புப் விழா; பரிசு கொடுத்தல்; "
"45959"	"அன்பளிப்புக்குரிய, இங்கு செயலில் வழங்கப்பட வேண்டிய,"
"45960"	"அனுப்பப்பட வேண்டும்; அனுப்பிக்கொடுக்கப்பட வேண்டும்; அனுப்பப்படுத்த வேண்டியது"
"45962"	"அனுப்பினான்; அனுப்பி வைத்தான்"
"45963"	"கனக்கநெறி; சூட்டா என்பதற்கான உரை"
"45965"	"எழுத்துப் புத்தகத்திற்கு இடம் கொடுக்கப்படும் உரை"
"45966"	"எழுத்துக்களுக்கேற்ப மற்றும் முன்பே மற்றும் பின்பு வரும் வரிசையுடன் தொடர்பான"
"45967"	"உரை உண்மை; உரையிலிருந்து அறிவது"
"45968"	"எழுத்தின் பொருள் அடிப்படையில் முற்றிலும் சரியாக"
"45969"	"பாலி உரை; சான்றுரை; பாலி சொல்"
"45970"	"எழுத்துப்புத்தகம்; கீழ்க்கோலஎழுத்து"
"45971"	"மூல உரையில் இடம்பெறாத, மற்ற வாதங்களுக்கு அத்துடன் இணைக்கப்படும், அதற்கான விளக்கம் இல்லாத, சமய உரையாடலுக்கு அக்கினி; மகா蜜ுச் சேர்க்கை; தேனின் நன்மைகளை உணர்ந்து நடைமுறைப்படி நடைமுறை அடிக்கடி பேசுவது."
"45973"	"என்னால் மட்டும்; சற்று கூட"
"45974"	"அதிகம்; கூட; நன்கொன்று"
"45975"	"மேலே; உள்ளே; மீது"
"45977"	"'பி' என்ற சொல்லே (இலக்கணம்)"
"45978"	"அரஹன்னுடைய பெயர்"
"45979"	"அகப்புன்னிக்கரின், சிவப்பு-மஞ்சள், கருப்பு-மஞ்சள்"
"45980"	"எலியின் ஒரு வகையின் பெயர்; பளிச்சான மஞ்சள் கறுப்பான "
"45981"	"பிரஹ்மணர்; மஞ்சள் ஓட்டம், பதிப்பு."
"45984"	"ஒரு அரహந்தின் பெயர்; எழுத்து மூலம் சிவப்பு பழுப்பு"
"45986"	"பிராமணனின் பெயர்"
"45988"	"பனிகட்டு"
"45992"	"முழுவதும் குளிர்ந்த, ஒளிர்ந் த, பழுப்பு; மாட்டினம்"
"45994"	"மோர், ஆரி, முரசு, வடிவம், புறா, முன், கட்டு"
"45997"	"தோல் எள்ளு; எள்ளு மாவு"
"45998"	"மண்ணில் வெல்லம் உண்ணுவது"
"45999"	"கூடு, контейнер"
"46000"	"ஆவணங்களின் தொகுப்பு; குற்றமாகும் இனிப்பு"
"46002"	"மூன்று புராணச் சந்திரங்கள்; வினய, சுத்த, அபிதம்ம; சுத்தமாக, மூன்று தொட்டிகள்"
"46004"	"விதிகளைத் தேர்ந்தெடுக்கும்; வடிவியல் பழக்கம்"
"46005"	"எழுத்து அதிகாரம்; எழுத்து மரபு; விளக்கம் கூண்டுகளை ஒப்படையல்"
"46006"	"முடி, மேல்கூறு, விளக்கமாக முன்னணி நிற்கின்றது"
"46007"	"மூட்டம்; மேலே; மெய் முற்றி"
"46008"	"(ஒரு கதவின்) தோட்டு; நேரடியாக உணர்வு ஏற்படுத்துவதாக"
"46010"	"மவற்றம்; உணவு; மோதல்கள்; அதிநீராக; மிதப்படுத்தப்பட்ட"
"46013"	"பிட்஡ட்டிக, முதுகு, முதுகுத்தண்டு"
"46017"	"அந்த பண்டம் தீண்டத்தக்க, மாவில் செய்யப்பட்ட, மொடியான, பயிரில் செய்யப்பட்ட, வெண்ணெயில் செய்யப்பட்ட"
"46018"	"கதவு திருத்தி; கதவுத் தலைப்பில்; விள: மறைவு தொடர்பு"
"46019"	"அறு உணவிலிருந்து உருவாகும் மது"
"46020"	"பின்புறம்; உண்மையில் முன்னான் நிற்பது"
"46021"	"மேற்பக்கம்; மேல் பக்கம்; உண்மையில் முன்னால் இருக்கும் என்ன"
"46022"	"மேல் மேற்புறம்; செவ்வியல், முன்வருகிறதை படம்"
"46023"	"பின்புறம் உள்ள; -பின்செயல்; இலக்கணமாகக் கூற的话所站的事物与之相关"
"46024"	"முதுகெலும்பு; முதுகின் கொம்பு; முதுகெலும்புக்கூடு; உண்மையில் முதுகின் கடிப்பு"
"46025"	"எலும்புக் கொட்டையில், முதுவில், முதுகெலும்பு, முதுகுத் தூண், தற்கொலைக்கரு எலும்பு"
"46026"	"பின்னணி, மரகதம், விளக்கம்: பின்னணி தர்மம்"
"46028"	"வெளி சுழல்; விள.: பின்னணி சக்கரம்"
"46029"	"மேட்டீ, கொள்ளல், முதுகெலும்பு"
"46030"	"பின்னணியில் இருந்து நடந்து சென்று விட்டார்கள்"
"46031"	"உதவிய கு; அருகிலே; சுடுகாட்டில் இருந்து சுடுகாட்டில்"
"46032"	"எதிர்நிலை, பின்னால், இங்கே பின்னால், முன்னால் நிலவுவதைப் பற்றிய "
"46033"	"முன்னிலையில் நிற்கும் பொருளிலிருந்து; பின்னுக்கு "
"46034"	"பின்தடுக்குமுறை, பின்வழி வேலை"
"46035"	"பின்புறம்; பின்புலம்; உடல் பின்பக்கம்; உள்கேபேட்டில்."
"46036"	"கற்சுவற்று, கலைவு"
"46037"	"பின் செவ்வியல், இரு முகம் கொண்ட, பிறரை பின்னால் குத்துகிற, அதை உரையாடுதல் (பின் இறால் உடுத்துபவர்)"
"46038"	"வாய்ப்பு சார்வி; வாசலின் உச்சி; அர்த்தம் சார்ந்த விளக்கம் சுருக்கமாகக் கூறப்படும்."
"46039"	"மைய பீடர்; நடைமுறையில்; உச்சி மூங்கில்"
"46040"	"கெட்டி; எடுப்பு"
"46041"	"பந்து; குழி"
"46042"	"சில்லென்ன உணவு; புண்ணிய உணவு"
"46044"	"பண்ணி உணவு"
"46045"	"பிச்சைக்காக நடக்கும்; பிச்சை உணவு சேகரிக்க மண்டலத்துக்குள் திரிதல்"
"46046"	"போகில் தன்கராப் புசிக்க, பரிதிக்க அழைக்கும், தயவு கொண்டு உணவுப் புனிதத்திற்கான சுற்றுச்சூழல்"
"46048"	"வடிவமயமான உணவுக்கூடையாம்; விளக்கமாக, தட்டில் விழுந்த சிறுபங்கே."
"46049"	"அலமனம் உணவினை கொண்டு வரும்; அலமனம் உணவினை வழங்கும்"
"46050"	"புலம்பட்டு, அந்தரங்கமாக, பிச்கொண்டு வந்த, அழைப்பேற்கை, விநியோகத்தின் பிறகு"
"46051"	"பிக்ஷு உணவிற்கு தேடுதல்"
"46052"	"மனத்திசையில் இருந்து தேய்வுகளை தடுக்கும் அன்னதானத்திற்கான தனிமை"
"46053"	"மஜ்ஜிமநிக்காய 151 (எம்என்151); வெளிப்படையாக, அன்னத்தின் (நகர்வதில்) தூய்மை பற்றி உரை"
"46054"	"புண்ணியமான, தானியமளிக்கப்பட்ட, பண்டிகை உணவினால் நிறைந்த"
"46055"	"பட்டம் மறுநாள் திரும்பிய பிறகு"
"46056"	"மேலவே அன்பான பரிசு உணவு"
"46057"	"உணவு; படுக்கை"
"46058"	"வரம்பு உணவு மற்றும் தங்குமிடம்"
"46059"	"அன்னதானத்திற்காக"
"46060"	"தொண்ணூரில் வீடு வீடாக சென்றடிபவரால் பிள்ளைகள் உணவுக்காக வழங்கப்படும் உணவுகளை சேகரிக்கும்."
"46061"	"அஞ்சலிக்கான வயிற்றின் உணவுத் தேவர்; கருணைபட்டவர்"
"46062"	"எண்ணற்ற சாதகமாக அனன் பொருளுக்காக நடைபோடுதல்"
"46063"	"பிக்ஷுபால் உணவு மீது வாழும் வேலையாளர் என்ற நிலையில் உள்ளவன்"
"46065"	"புட்டா பெற்றான்; புட்டு உணவுக் கிடைத்தான்"
