id,pali,selected_pali_word,class_source,extra,class_example,english_translation
54118,yutta 3,yutto,TH262,,"ādittato'haṃ samathehi <b>yutto</b>, paññāya dacchaṃ tad'idaṃ kadā me.","I am as on fire, [although] engaged in serenity; when will I see with wisdom this state for myself?"
31737,dacchaṃ,dacchaṃ,TH262,,"ādittato'haṃ samathehi yutto, paññāya <b>dacchaṃ</b> tad'idaṃ kadā me.","I am as on fire, [although] engaged in serenity; when will I see with wisdom this state for myself?"
29826,tadidaṃ,tad'idaṃ,TH262,,"ādittato'haṃ samathehi yutto, paññāya dacchaṃ <b>tad'idaṃ</b> kadā me.","I am as on fire, [although] engaged in serenity; when will I see with wisdom this state for myself?"
19926,kadā,kadā,TH262,,"ādittato'haṃ samathehi yutto, paññāya dacchaṃ tad'idaṃ <b>kadā</b> me.","I am as on fire, [although] engaged in serenity; when will I see with wisdom this state for myself?"
28178,jāta 1,,UD73,,no cetaṃ bhikkhave abhavissa a<b>jātaṃ</b> abhūtaṃ akataṃ asaṅkhataṃ nayidha <b>jātassa</b> bhūtassa katassa saṅkhatassa nissaraṇaṃ paññāyetha.,"Monks, if there were not an unborn, unbecome, unmade and uncreated, there would be no evident escape from the born, the become, the made and the created."
56712,saṅkhata,saṅkhataṃ,UD73,,no cetaṃ bhikkhave abhavissa ajātaṃ abhūtaṃ akataṃ <b>asaṅkhataṃ</b> nayidha jātassa bhūtassa katassa saṅkhatassa nissaraṇaṃ paññāyetha.,"Monks, if there were not an unborn, unbecome, unmade and uncreated, there would be no evident escape from the born, the become, the made and the created."
38309,nissaraṇa,nissaraṇaṃ,UD73,,no cetaṃ bhikkhave abhavissa ajātaṃ abhūtaṃ akataṃ asaṅkhataṃ nayidha jātassa bhūtassa katassa saṅkhatassa <b>nissaraṇaṃ</b> paññāyetha.,"Monks, if there were not an unborn, unbecome, unmade and uncreated, there would be no evident escape from the born, the become, the made and the created."
7132,appeva nāma,app'eva nāma,VIN PAT NP 27,yes,"<b>app'eva nāma</b> mayam'pi āyasmantānaṃ kiñcimattaṃ anupadajjeyyāmā'ti. evañ'ca so bhikkhu vatvā kiñcimattaṃ anupadajjeyya antamaso piṇḍapātamattam'pi, nissaggiyaṃ pācittiyaṃ.","“Certainly, we too should give a little something to the venerables.” And if that monk, having said [this] should give a little something, even just a little bit of alms-food, [this is a case] involving confession and forfeiture."
7131,appeva,app'eva,VIN PAT NP 27,yes,<b>app'eva</b> nāma mayam'pi āyasmantānaṃ kiñcimattaṃ anupadajjeyyāmā'ti.,"“Certainly, we too should give a little something to the venerables.”"
18062,evañca,evañ'ca,VIN PAT NP 27,yes,"<b>evañ'ca</b> so bhikkhu vatvā kiñcimattaṃ anupadajjeyya antamaso piṇḍapātamattam'pi, nissaggiyaṃ pācittiyaṃ.","And if that monk, having said [this] should give a little something, even just a little bit of alms-food, [this is a case] involving confession and forfeiture."
51425,mayampi,mayam'pi,VIN PAT NP 27,yes,"app'eva nāma <b>mayam'pi</b> āyasmantānaṃ kiñcimattaṃ anupadajjeyyāmā'ti. evañ'ca so bhikkhu vatvā kiñcimattaṃ anupadajjeyya antamaso piṇḍapātamattam'pi, nissaggiyaṃ pācittiyaṃ.","“Certainly, we too should give a little something to the venerables.” And if that monk, having said [this] should give a little something, even just a little bit of alms-food, [this is a case] involving confession and forfeiture."
21666,kiñcimatta,kiñcimattaṃ,VIN PAT NP 27,yes,"app'eva nāma mayam'pi āyasmantānaṃ <b>kiñcimattaṃ</b> anupadajjeyyāmā'ti. evañ'ca so bhikkhu vatvā kiñcimattaṃ anupadajjeyya antamaso piṇḍapātamattam'pi, nissaggiyaṃ pācittiyaṃ.","“Certainly, we too should give a little something to the venerables.” And if that monk, having said [this] should give a little something, even just a little bit of alms-food, [this is a case] involving confession and forfeiture."
4664,anupadajjeyya 2,anupadajjeyya,VIN PAT NP 27,yes,"app'eva nāma mayam'pi āyasmantānaṃ kiñcimattaṃ <b>anupadajjeyyāmā</b>'ti. evañ'ca so bhikkhu vatvā kiñcimattaṃ anupadajjeyya antamaso piṇḍapātamattam'pi, nissaggiyaṃ pācittiyaṃ.","“Certainly, we too should give a little something to the venerables.” And if that monk, having said [this] should give a little something, even just a little bit of alms-food, [this is a case] involving confession and forfeiture."
66116,vatvā,vatvā,VIN PAT NP 27,yes,"evañ'ca so bhikkhu <b>vatvā</b> kiñcimattaṃ anupadajjeyya antamaso piṇḍapātamattam'pi, nissaggiyaṃ pācittiyaṃ.","And if that monk, having said [this] should give a little something, even just a little bit of alms-food, [this is a case] involving confession and forfeiture."
46056,piṇḍapātamatta,piṇḍapātamattam'pi,VIN PAT NP 27,yes,"evañ'ca so bhikkhu vatvā kiñcimattaṃ anupadajjeyya antamaso <b>piṇḍapātamattam'pi</b>, nissaggiyaṃ pācittiyaṃ.","And if that monk, having said [this] should give a little something, even just a little bit of alms-food, [this is a case] involving confession and forfeiture."
